2023-02-28T00:00:00.000,,0,,,1,,,,2,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,29,,,100.00,,,,N/A,,
2023-02-28T01:00:00.000,,0,,,1,,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,27,,,100.00,,,,N/A,,
2023-02-28T03:00:00.000,,0,,,2,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,19,,,100.00,,,,N/A,,
2023-02-28T04:00:00.000,,0,,,0,,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,25,,,100.00,,,,N/A,,
2023-02-28T05:00:00.000,,0,,,3,,,,4,,,3,,,4,,,5,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,21,,,46,,,90.48,,,,,36.00,
2023-02-28T06:00:00.000,,0,,,6,,,,11,,,12,,,5,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,36,,,38,,,100.00,,,,,30.00,
2023-02-28T07:00:00.000,,0,,,,21,,,18,,,19,,,12,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,71,,,35,,,100.00,,,,,31.00,
2023-02-28T08:00:00.000,,0,,,,13,,,24,,,20,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,59,,,34,,,100.00,,,,,27.30,
2023-02-28T09:00:00.000,,0,,,,24,,,16,,,14,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,56,,,31,,,100.00,,,,,27.75,
2023-02-28T10:00:00.000,,0,,,,14,,,29,,,13,,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,60,,,34,,,100.00,,,,,26.15,
2023-02-28T11:00:00.000,,0,,,,11,,,16,,,11,,,4,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,43,,,35,,,100.00,,,,,29.00,
2023-02-28T12:00:00.000,,0,,,,14,,,21,,,16,,,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,56,,,34,,,100.00,,,,,27.75,
2023-02-28T13:00:00.000,,0,,,,20,,,30,,,12,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,64,,,33,,,100.00,,,,,26.00,
2023-02-28T14:00:00.000,,0,,,,19,,,35,,,14,,,5,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,74,,,35,,,100.00,,,,,27.00,
2023-02-28T15:00:00.000,,0,,,,27,,,36,,,30,,,4,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,98,,,36,,,100.00,,,,,26.00,
2023-02-28T16:00:00.000,,0,,,7,,,,29,,,32,,,6,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,75,,,35,,,100.00,,,,,28.00,
2023-02-28T17:00:00.000,,0,,,,12,,,37,,,27,,,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,86,,,34,,,100.00,,,,,28.25,
2023-02-28T18:00:00.000,,0,,,5,,,,11,,,14,,,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,39,,,34,,,100.00,,,,,30.30,
2023-02-28T19:00:00.000,,0,,,3,,,,15,,,9,,,6,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,36,,,39,,,100.00,,,,,33.00,
2023-02-28T20:00:00.000,,0,,,8,,,,9,,,0,,,1,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,21,,,37,,,100.00,,,,,33.00,
2023-02-28T21:00:00.000,,0,,,2,,,,7,,,9,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,20,,,31,,,100.00,,,,,27.15,
2023-02-28T22:00:00.000,,0,,,1,,,,4,,,6,,,2,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,15,,,36,,,100.00,,,,,30.90,
2023-02-28T23:00:00.000,,0,,,0,,,,5,,,6,,,3,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,15,,,36,,,100.00,,,,,31.80,
2023-03-01T00:00:00.000,,0,,,2,,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,,,24,,,100.00,,,,N/A,,
2023-03-01T01:00:00.000,,0,,,1,,,,2,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5,,,30,,,100.00,,,,N/A,,
2023-03-01T02:00:00.000,,0,,,0,,,,1,,,1,,,0,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,,,44,,,75.00,,,,N/A,,
2023-03-01T03:00:00.000,,0,,,1,,,,1,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,,30,,,100.00,,,,N/A,,
